,index,1_dallas,2_sanantonio,3_houston,4_corpuschristi,5_mcallen,6_laredo,7_delrio,8_sanangelo,9_sansaba,10_abilene,11_wichitafalls,12_amarillo,13_lubbock,14_midland,15_fortstockton,16_pecos
0,0.0,55175.87516514521,31841.932711707468,43105.79584684142,3981.883793842753,8943.407508548637,1926.7866180370531,1092.3912345037356,804.70339899027,1152.373414824328,1556.7699613758468,1137.5044144284007,71.26766534063464,163.24264264464983,2338.373203464746,96.35802500293069,434.80178295108254
1,4.177248169415656,54737.23160855521,31588.792030720382,42763.108403401544,3950.228153329003,8872.308172727644,1911.4688268394293,1083.7068162710154,798.3060747996399,1143.2121433141726,1544.3937714086453,1128.4613502180312,70.70109340858431,161.94487739593404,2319.783333607085,95.59198682652176,431.34514542762685
2,8.354496338831312,54049.18132395494,31191.71902011679,42225.57356572895,3900.5735484967568,8760.782726812467,1887.4415490312142,1070.0845565869515,788.2713195549454,1128.8418980998922,1524.9806490653061,1114.2765233577604,69.81237642360398,159.90922057319457,2290.62351795704,94.39038981825779,425.9231110764042
3,12.53174450824697,53695.56303676729,30987.646322174875,41949.311564454016,3875.0539364789242,8703.465059710166,1875.0929096737596,1063.0834983141501,783.1140323022593,1121.4564182696035,1515.0034203283049,1106.9863379008991,69.35562698964961,158.86301000534752,2275.637049241506,93.7728380412115,423.1364971569494
4,16.708992677662625,53938.86842945906,31128.057578349762,42139.39232990478,3892.61258502259,8742.902209902295,1883.5893326726086,1067.900543399316,786.6624794434368,1126.537962792136,1521.8682054477006,1112.0023155797808,69.66989128088252,159.58285024628293,2285.948418274186,94.19774162529006,425.053813705665
5,20.88624084707828,54670.80793339673,31550.45900585166,42711.215336509405,3945.4345482461795,8861.541619530626,1909.14925786054,1082.3917371664352,797.3373297273878,1141.8248544467388,1542.5196483086245,1127.091961450039,70.61529757412372,161.74835715525674,2316.9682746415265,95.47598587261666,430.82170774217803
6,25.06348901649394,55587.82980550541,32079.671250504805,43427.63274697896,4011.6133722380005,9010.180862170151,1941.1724104854472,1100.5472562577304,810.7114831091981,1160.9772760996354,1568.3931319670266,1145.9972606324968,71.79976465680929,164.4614464051854,2355.8319875651882,97.07745419942448,438.04810413017526
7,29.240737185909595,56111.33323175048,32381.784462537267,43836.61641510027,4049.3931048248864,9095.035057214962,1959.4535776289965,1110.911759808443,818.3464319925934,1171.9108848402072,1583.1636164625866,1156.7897937194641,72.47594544913282,166.01027698518072,2378.018248864888,97.99168992444496,442.17346185999986
8,33.41798535532525,56920.06801501567,32848.50435548451,44468.43523731785,4107.757161894427,9226.12214394317,1987.6952566829746,1126.923373319473,830.1412902893991,1188.8016810639022,1605.981813972616,1173.462649080842,73.5205440116488,168.4029894310406,2412.2927164693774,99.40404788403073,448.54652480908345
9,37.595233524740905,58444.42945677644,33728.2115520009,45659.332761075595,4217.7659311751795,9473.204505993266,2040.9272030407867,1157.1032131899037,852.3730868817166,1220.6386676963873,1648.9911925408755,1204.8888451130288,75.48947845563205,172.91294580878434,2476.89569625247,102.06616166979404,460.55893187568057
10,41.77248169415656,59951.29983068417,34597.82467381587,46836.56550112559,4326.512420529921,9717.451756736089,2093.548347025758,1186.9367587940883,874.3497878962804,1252.1103453685628,1691.507066131742,1235.9544457430343,77.43582064228417,177.37115333559524,2540.75739836221,104.69772941077841,472.4335042914369
