Hour,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
8174,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8175,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8176,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8177,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8178,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8179,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8180,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8181,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8182,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8183,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8184,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8185,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8186,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8187,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8188,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8189,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8190,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8191,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8192,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8193,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8194,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8195,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8196,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8197,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8198,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8199,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8200,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8201,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8202,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8203,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8204,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8205,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8206,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8207,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8208,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8209,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8210,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8211,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8212,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8213,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8214,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8215,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8216,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8217,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8218,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8219,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8220,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8221,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8222,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8223,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8224,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8225,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8226,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8227,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8228,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8229,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8230,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8231,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8232,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8233,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8234,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8235,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8236,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8237,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8238,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8239,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8240,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8241,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8242,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8243,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8244,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8245,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8246,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8247,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8248,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8249,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8250,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8251,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8252,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8253,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8254,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8255,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8256,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8257,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8258,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8259,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8260,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8261,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8262,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8263,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8264,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8265,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8266,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8267,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8268,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8269,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8270,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8271,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8272,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8273,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8274,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8275,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8276,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8277,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8278,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8279,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8280,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8281,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8282,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8283,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
