,1_dallas,2_sanantonio,3_houston,4_corpuschristi,5_mcallen,6_laredo,7_delrio,8_sanangelo,9_sansaba,10_abilene,11_wichitafalls,12_amarillo,13_lubbock,14_midland,15_fortstockton,16_pecos
0,23438.84829132229,13526.531802139289,18311.448732018816,1691.5140879634387,3799.1816382237253,818.5037227728327,464.0504993109329,341.8399949614046,489.53107792448645,661.3197314942872,483.2146897660634,30.274680573641014,69.34587850524068,993.3467226474802,40.93312743903424,184.70487322373668
1,23002.827903898564,13274.904948995152,17970.8106225354,1660.047754003694,3728.5074895111898,803.2775347846067,455.41801549692906,335.48092794635926,480.4245925033739,649.017553419955,474.2257047433374,29.71149684597739,68.05587413146395,974.868023631573,40.17167031184934,181.2689070285938
2,21890.836006605175,12633.17573194873,17102.074140067238,1579.7985055511015,3548.265732512632,764.4458696654281,433.402411796821,319.2632665730987,457.2001326084369,617.6430518317459,451.30090856758284,28.27519762715024,64.76594904427151,927.7414117324769,38.229710302665126,172.5060907049164
3,19986.72860029241,11534.317585590317,15614.502535968328,1442.3845651244299,3239.630691858886,697.9528841204292,395.70422877781084,291.4931279515305,417.43197764148084,563.9192603285074,412.04587955818704,25.815766054935793,59.13248108467132,847.0446629792613,34.90441589606816,157.50117609835766
4,19464.898610918077,11233.17011200924,15206.826229586171,1404.7255996506321,3155.0477426770603,679.7301547589559,385.37285651434394,283.8825850305938,406.5333193961303,549.1959913278517,401.2878460024385,25.141746749648377,57.588601513722416,824.9293225290196,33.993102627127485,153.38900553290313
5,18697.423017693873,10790.260849144288,14607.240882911781,1349.339099342617,3030.648320601284,652.9292803139485,370.1781068484013,272.68946454702916,390.5042402467559,527.5419088861235,385.46558903513846,24.150440430150972,55.31795798286397,792.4034340653168,32.652798876988626,147.34107688099616
6,18486.436696033914,10668.50089087849,14442.409182812256,1334.1128249532078,2996.4497392885833,645.561465667665,366.0009260118186,269.61236953635546,386.09769431984876,521.5889961894366,381.1159004882168,23.877920918344262,54.69373653451251,783.4617587517752,32.28433666054101,145.6784439175594
7,18650.21105983676,10763.014883751363,14570.356845987559,1345.9319484944592,3022.9957772183534,651.2806001917372,369.2433880284009,272.000909578995,389.5181968911502,526.2098383464231,384.4922685338231,24.08945932196619,55.17827728469737,790.4025745083869,32.57034887502644,146.96903305946296
8,19002.576861826274,10966.36477395744,14845.640351296823,1371.3611722674732,3080.110430132086,663.5855017432788,376.21964916209583,277.13993016906625,396.8775179946324,536.1517286075474,391.7566327882546,24.54459098917598,56.22078226576388,805.3359624559896,33.185713337423415,149.7457770349315
9,20376.202820786842,11759.082700503486,15918.776753386564,1470.4917964472602,3302.760214635472,711.5536419493352,403.4151753329832,297.17335011588943,425.5663250553436,574.9081529447324,420.0752700081339,26.318828640203787,60.2847745608542,863.5507188944347,35.58458574501161,160.5703450961779
10,21345.84547445005,12318.66233634856,16676.30380933436,1540.468110495455,3459.9287119800974,745.4143552368773,422.6124990236773,311.31494255775476,445.8177558231703,602.2663154020304,440.0653978612708,27.57126311332162,63.15354698596188,904.6445192460565,37.2779499333627,168.21140839379296
11,21530.46185314808,12425.204231522614,16820.534161935404,1553.7913421472472,3489.8530131807056,751.8613099409237,426.26759852562316,314.0074495094418,449.6735534179702,607.4752084531119,443.871444346555,27.809722009606823,63.69975065638754,912.4686270028621,37.60036021831586,169.66623861405887
12,21391.21356304759,12344.84420695882,16711.747335317297,1543.742194616522,3467.2823842688895,746.9986459388197,423.5107122765131,311.97660592042666,446.7652891250839,603.5463617505895,441.00070520165133,27.62986259625935,63.2877724359839,906.5672349683061,37.35717983959134,168.56892199466023
13,20997.475048739674,12117.618173097553,16404.14166591928,1515.3272215065924,3403.461665979845,733.2489754876742,415.71533974405895,306.2341918702892,438.54187998254076,592.4371534258154,432.8834021808074,27.121292055503496,62.1228626743494,889.8804567654427,36.66956291475339,165.46614913378247
14,20554.010023705054,11861.695028337568,16057.687481420317,1483.323629519402,3331.5808227163243,717.762814674697,406.93546439623975,299.7665497728948,429.2799098964345,579.9249272431158,423.740938701766,26.548492495916104,60.81083269040347,871.0862513611602,35.89510462401829,161.97151705075015
15,20391.54940445915,11767.939195904517,15930.766172688831,1471.5993151342345,3305.247728448975,712.0895571833731,403.7190123529312,297.39716981982747,425.8868454816965,575.3411519755455,420.3916547799456,26.338650984407767,60.330178768159186,864.201112565883,35.61138670627918,160.69128059421854
16,20592.896451942288,11884.136340371548,16088.067252140589,1486.1299509041532,3337.8838885623427,719.1207605038575,407.7053514749745,300.3336824351941,430.09207075412735,581.0220955835138,424.54262029990696,26.598719972065958,60.92588158250458,872.7342720132342,35.963015090560845,162.2779533017302
17,21885.41611214719,12630.047917226824,17097.8398825531,1579.4073673980233,3547.3872267409347,764.2566025250057,433.29510683464116,319.1842210214068,457.0869356312104,617.4901312145241,451.1891721637064,28.268197045405838,64.74991381344775,927.511714678679,38.22024510933321,172.46338037605102
18,22852.825213218937,13188.338572496381,17853.62198997526,1649.2224923968377,3704.1936895739677,798.039318332109,452.448209871555,333.2932385859951,477.2917176305437,644.7852746880521,471.133253154423,29.517746560593565,67.61207807826032,968.51085627749,39.909708666913914,180.08684263614433
19,23432.223874450585,13522.708858948057,18306.273449154316,1691.0360229013775,3798.1078925076345,818.2723927260959,463.9193467935928,341.74338225237136,489.39272394516456,661.1328256560628,483.07812095927915,30.266124176061876,69.32627958972041,993.0659775056041,40.92155869228318,184.65267091143613
